id,discipline_id,number,title,recommend_time,plan,content
59,developmental-psych,15,Движущие силы и условия психического развития в зарубежной психологии: Теория привязанности Дж.Боулби и М.Эйнсворт. Теория конвергенции двух факторов В.Штерна.,6-8 min,1. Психологическое значение межличностных связей в младенчестве. 2. Концепция объекта привязанности по Дж. Боулби. 3. Типы привязанности по М. Эйнсворт. 4. Теория конвергенции двух факторов В. Штерна.,"<h3>1. Теория привязанности Джона Боулби и Мэри Эйнсворт</h3><p>Межличностные связи, складывающиеся в младенчестве, определяют дальнейший душевный строй личности. Джон Боулби доказал, что в ситуациях потенциальной опасности ребенок ищет близости с матерью (или другим близким взрослым, выступающим как «объект привязанности»). Кровное родство значения не имеет, главная функция объекта — обеспечение защиты и безопасности. Привязанность обусловлена врожденными генетическими механизмами и включает две противоположные тенденции: стремление к познанию внешнего мира (риску) и стремление к защите (безопасности). Чем надежнее привязанность, тем выше познавательная активность ребенка. К концу первого года привязанность интериоризируется, складываясь в рабочую модель — глубинную структуру самосознания.</p><p>Мэри Эйнсворт экспериментально выделила четыре типа привязанности ребенка к матери:<br>1) <i>Надежная (безопасная):</i> ребенок беспокоится при уходе матери, но радуется возвращению и легко успокаивается, уверен в её доступности;<br>2) <i>Избегающая:</i> не проявляет сильных эмоций, кажется независимым, но скрыто испытывает глубокий стресс;<br>3) <i>Тревожно-амбивалентная (неустойчивая):</i> сильно расстраивается при уходе, а при возвращении сопротивляется контакту, одновременно ища близости и отталкивая мать;<br>4) <i>Дезорганизованная (непоследовательная):</i> поведение противоречиво и дезориентировано, часто связано с травматическим опытом.</p><h3>2. Теория конвергенции двух факторов Вильгельма Штерна</h3><p>Вильгельм Штерн предпринял попытку объединить эндогенный и экзогенный подходы, создав <b>теория конвергенции двух факторов</b>. Развитие ребенка не предопределено ни генами, ни условиями жизни по отдельности, а является результатом их постоянного взаимодействия и схождения (конвергенции). Штерн использовал аналогию: «Предрасположенность (наследственность) подобна ручью, направление которого определяется руслом (средой)». Результат их встречи — качественно новое психическое образование. При этом разные факторы могут доминировать на разных этапах онтогенеза.</p>"
60,developmental-psych,16,Движущие силы и условия психического развития в зарубежной психологии: Психоаналитическая теория развития З.Фрейда. Теория развития психики Э.Эриксона. Современная американская психология развития.,7-9 мин,"1. Психосексуальная концепция З. Фрейда и стадии динамики либидо. 2. Эпигенетический подход Э. Эриксона: 8 фаз психосоциального развития. 3. Взгляды представителей современной американской школы (К. Хорни, Л. Кольберг, Дж. Брунер).","<h3>1. Психоаналитическая концепция Зигмунда Фрейда</h3><p>Центральным системообразующим фактором психического развития Зигмунд Фрейд считал психосексуальное созревание, обусловленное динамикой врожденной энергии <b>либидо</b>. В зависимости от перемещения фокуса этой энергии по эрогенным зонам тела, он выделил пять стадий онтогенеза личности: 1) <i>Оральная стадия (0–1 год)</i> — зона в области рта, формы поведения — сосание, кусание; 2) <i>Анальная стадия (2–3 года)</i> — зона в области заднего прохода, интерес к функциям отправления и контролю; 3) <i>Фаллическая стадия (3–6 лет)</i> — зона первичных половых органов, исследование гениталий, осознание половой принадлежности (проживание Эдипова комплекса); 4) <i>Латентная стадия (6–12 лет)</i> — сексуальное влечение временно затухает, энергия сублимируется в учебную деятельность; 5) <i>Генитальная стадия (от 12 лет и старше)</i> — половая зрелость, активизация всех зон, поиск партнера в собственном поколении.</p><h3>2. Психосоциальная эпигенетическая теория Эрика Эриксона</h3><p>Эрик Эриксон положил в основание онтогенеза три процесса: соматическое развитие, social-развитие и созревание социального Я. Его <b>эпигенетическая теория Эриксона</b> разворачивает развитие личности на 8 фаз жизненного пути, каждая из которых характеризуется специфическим психосоциальным кризисом: 1) <i>Младенчество (первый год):</i> первичное доверие или недоверие к миру; 2) <i>Раннее детство (2–3 года):</i> автономия или стыд и сомнение; 3) <i>Дошкольный возраст (4–5 лет):</i> инициатива или чувство вины; 4) <i>Школьный возраст (6–11 лет):</i> трудолюбие или чувство малоценности; 5) <i>Отрочество и юность (12–20 лет):</i> <b>кризис идентичности в юности</b> (личностная индивидуальность или диффузия идентичности); 6) <i>Молодость (20–30 лет):</i> близость (интимность) или изоляция; 7) <i>Средний возраст (30–65 лет):</i> творческое начало (продуктивность) или застой; 8) <i>Поздняя зрелость (после 65 лет):</i> мудрость и целостность личности или отчаяние.</p><h3>3. Современная американская психология развития</h3><p>В рамках неофрейдизма Карен Хорни выделила феномен, который называется <b>базальная тревога</b> (чувство беззащитности ребенка перед миром), возникающий из-за деструктивного поведения родителей. Для защиты Эго ребенок вырабатывает три типа диспозиций: к людям (уступчивость), против людей (агрессия) и от людей (отстраненность). Л. Кольберг разработал теорию развития морали, выделив три <b>уровни развития нравственных суждений</b> (доконвенциональный, конвенциональный, postконвенциональный). Дж. Брунер разработал <b>теория перцептивных гипотез</b>, описав три компонента репрезентации мира (в действиях, образах и словах) и определив интеллект как усвоение культурных знаковых «усилителей» ума. Дж. Доллард в своей теории фрустрации доказал, что блокирование целенаправленных действий ребенка неизбежно ведет к накоплению деструктивной агрессивности в зрелом возрасте.</p>"
61,developmental-psych,17,Движущие силы и условия психического развития в зарубежной психологии: Концепция психического развития Анри Валлона. Теория когнитивного развития Ж.Пиаже.,7-8 мин,"1. Переход от органического к психическому в трудах А. Валлона. 2. Четыре базовых понятия Валлона (эмоция, моторика, подражание, социум) и его психомоторные стадии. 3. Теория когнитивного развития Ж. Пиаже: когнитивный конфликт, ассимиляция, аккомодация и 4 стадии интеллекта.","<h3>1. Диалектическая концепция Анри Валлона</h3><p>Французский ученый Анри Валлон рассматривал онтогенез как волнообразное чередование реакций анаболизма (направлен на изменение внутреннего состояния) и катаболизма (направлен вовне, на изменение среды). Центральное противоречие его трудов — переход от органического к психическому. Чтобы объяснить, как биологическое тело обретает социальный разум, была сформулирована <b>концепция Анри Валлона</b>, объединяющая четыре понятия: 1) <i>Эмоция</i> — появляется раньше всего, объединяет ребенка с социальным окружением и выступает тоническим средством экспрессии; 2) <i>Моторика (движение)</i> — эволюционирует от импульсивности к кинетическим манипуляциям миром под влиянием взрослого; 3) <i>Подражание</i> — выступает мостом при переходе от действия к мысли, помогая ассимилировать социальные модели; 4) <i>Социум</i> — абсолютное условие выживания младенца. Человек генетически социален, и социальное включено в его биологию как необходимость. Переход от стадии к стадии (импульсивная, эмоциональная, сенсомоторная, персонализм, различение, половое созревание) носит характер качественной перестройки активности.</p><h3>2. Теория когнитивного развития Жана Пиаже</h3><p>Швейцарский психолог Жан Пиаже создал одну из ключевых концепций в детской психологии. Его <b>теория когнитивного развития Жана Пиаже</b> описывает генезис интеллекта как процесс активной адаптации ребенка к предметному миру. Движущей силой развития он считал когнитивный конфликт между имеющимися умственными схемами (повторяющимися структурами действий) и новой поступающей информацией. Адаптация осуществляется через два механизма: <b>ассимиляция</b> (действие с новыми предметами на основе уже сложившихся умений) и <b>аккомодация</b> (стремление изменить свои умения в соответствии с изменившимися условиями). Пиаже выделил четыре стадии интеллекта: сенсомоторная (0–2 года) — познание через чувства и действия; предоперациональная (2–7 лет) — символические репрезентации при детском эгоцентризме; конкретных операций (7–11 лет) — логические операции (классификация, серийность), но только с опорой на конкретные предметы; формальных операций (с 11–12 лет) — абстрактное, гипотетико-дедуктивное мышление.</p>"
62,developmental-psych,18,Движущие силы и условия психического развития в отечественной психологии: Культурно-историческая концепция Л.С. Выготского.,6-8 мин,1. Сущность культурно-исторического подхода Л. С. Выготского. 2. Четыре закона психического развития человека. 3. Понятия социальной ситуации развития и возрастного новообразования. 4. Закон появления функций дважды и механизм интериоризации знаков. 5. Обучение и концепция Зоны ближайшего развития.,"<h3>1. Академические законы развития по Л. С. Выготскому</h3><p>Выготский совершил революционный методологический сдвиг, доказав, что развитие ребенка — это не просто биологический, а сложный социальный, культурный и исторический процесс. Им были сформулированы четыре фундаментальных <b>законы психического развития человека</b>: 1) <i>Закон сложной организации во времени</i> (свой ритм, не совпадающий с астрономическим временем); 2) <i>Закон метаморфозы</i> (развитие есть цепь качественных структурных изменений, ребенок — не маленький взрослый); 3) <i>Закон неравномерности возрастного развития</i> (каждая сторона психики имеет свой оптимальный сенситивный период); 4) <i>Закон развития высших психических функций</i> (ВПФ изначально возникают как форма коллективного сотрудничества, а затем становятся внутренними функциями самого человека).</p><h3>2. Категориальный аппарат и механизмы интериоризации</h3><p>Культурно-историческая концепция Выготского строится вокруг трех базовых понятий:<br>• <b>Социальная ситуация развития</b> — складывающееся к началу нового этапа уникальное, исключительное и неповторимое отношение между человеком и окружающей его социальной действительностью. Она выступает исходным моментом для всех возможных изменений.<br>• <i>Новообразование</i> — качественно новый тип личности и взаимодействия человека с действительностью, отсутствующий на предыдущих этапах.<br>• <b>Закон появления функций дважды:</b> всякая функция в культурном развитии ребенка появляется на сцену дважды — сперва в социальном плане как категория интерпсихическая (между людьми), затем в психологическом как категория интрапсихическая (внутри самого ребенка). Все внутренние процессы являются прямым продуктом такого механизма, как <b>интериоризация</b> — они зарождаются в социальных контактах, а затем «вращиваются» в сознание посредством использования культурных инструментов (знаков и речи). Движущей силой развития является обучение, опережающее развитие и осуществляемое в <b>зона ближайшего развития</b> (ЗБР) — области еще не созревших, но находящихся в процессе созревания психических функций, определяющих разницу между самостоятельной работой ребенка и его возможностями при поддержке взрослого.</p>"
63,developmental-psych,19,Движущие силы и условия психического развития в отечественной психологии: Теория деятельности А.Н. Леонтьева.,5-7 мин,1. Предметная деятельность как движущая сила и механизм онтогенеза. 2. Иерархическая структура и уровни активности. 3. Отношения изоморфизма и механизм сдвига мотива на цель. 4. Три главных признака категории «ведущая деятельность».,"<h3>1. Деятельностный подход Алексея Николаевича Леонтьева</h3><p>В отечественной возрастной науке развитие высших психических функций и личности человека понимается не как пассивное созревание или механическое накопление опыта, а как результат активной предметной деятельности. Согласно концепции А. Н. Леонтьева, именно в процессах целенаправленной активности ребенок вступает в социальное взаимодействие с миром людей и предметов, активно присваивая культурно-исторический опыт человечества.</p><h3>2. Иерархическая макроструктура и психологические ряды</h3><p>В теории деятельности выделяется развернутый четырехуровневый план строения активности, образующий <b>структура деятельности Леонтьева</b>:<br>• <i>Деятельность</i> — высший уровень, побуждаемый опредмеченным мотивом (отвечает на вопрос «Ради чего?»);<br>• <i>Действие</i> — процесс, подчиненный достижению сознательной, намеренной цели («Что нужно сделать?»);<br>• <i>Операция</i> — способ выполнения действия, жестко детерминированный конкретными условиями задачи («Как, с помощью чего сделать?»);<br>• <i>Психофизиологические функции</i> — морфофункциональный, органический субстрат ЦНС (врожденные способности чувствовать, запоминать, совершать движения).<br>Между строением внешней предметной активности и мотивационной сферой человека существуют отношения <b>изоморфизма</b> (структурного соответствия). Развитие деятельности строится по закону <b>сдвиг мотива на цель</b>, при котором отдельное действие приобретает самостоятельную побудительную силу, превращаясь в полноценную деятельность.</p><h3>3. Признаки ведущей деятельности</h3><p>Психический онтогенез детерминируется сменой типов активности. <b>Ведущая деятельность</b> — это вид деятельности, осуществление которой на конкретном этапе определяет главные изменения и возникновение центральных новообразований. Она характеризуется тремя признаками: внутри неё зарождаются и дифференцируются новые виды деятельности; в ней наиболее интенсивно развиваются отдельные психические процессы; от неё прямо зависит качественная перестройка личности ребенка в данный период.</p>"
64,developmental-psych,20,Движущие силы и условия психического развития в отечественной психологии: Теория развития Д.Б. Эльконина.,6-8 мин,1. Системное понимание ребенка как целостной личности по Д. Б. Эльконину. 2. Две макросистемы отношений: «ребенок—предмет» и «ребенок—взрослый». 3. Фундаментальный закон периодичности Эльконина. 4. Структурные компоненты психологического возраста.,"<h3>1. Две макросистемы отношений в онтогенезе</h3><p>Даниил Борисович Эльконин развил идеи Л. С. Выготского, предложив рассматривать ребенка как целостную личность, включенную в две системы отношений: «ребенок — общественный предмет» (где вещь заключает в себе исторические способы действий) и «ребенок — общественный взрослый» (где взрослый выступает как носитель мотивов, задач и социальных норм). Деятельность ребенка внутри этих систем образует единый процесс, однако на разных этапах онтогенеза они осваиваются поочередно.</p><h3>2. Закон периодичности Д. Б. Эльконина</h3><p>Эльконин сформулировал <b>закон периодичности Эльконина</b>, согласно которому происходит закономерное, циклическое чередование типов ведущей деятельности, развивающих разные сферы личности:<br>• <i>Первая группа деятельностей (в системе «человек — человек»):</i> непосредственно-эмоциональное общение младенца, сюжетно-ролевая игра дошкольника, интимно-личностное общение подростка. В них преимущественно развивается мотивационно-потребностная сфера.<br>• <i>Вторая группа деятельностей (в системе «человек — предмет»):</i> предметно-манипулятивная деятельность раннего возраста, учебная деятельность младшего школьника, учебно-профессиональная деятельность старшеклассника. В них интенсивно формируются операционно-технические, интеллектуальные возможности.<br>К каждой точке своего развития ребенок подходит с расхождением между тем, что он усвоил из системы отношений людей, и тем, что он освоил из системы действий с предметами. Моменты максимального расхождения порождают возрастные кризисы, после которых идет развитие отстававшей стороны.</p><h3>3. Структура психологического возраста</h3><p>Согласно Эльконину, каждый психологический возраст как устойчивый этап имеет строгую структуру: 1) Уникальная социальная ситуация развития; 2) Ведущая деятельность; 3) Возрастные новообразования (среди которых выделяется центральное); 4) Границы возраста в виде переломных нормативных кризисов.</p>"
65,developmental-psych,21,Движущие силы и условия психического развития в отечественной психологии: Теория А.В. Запорожца. Теория поэтапного формирования умственных действий П.Я. Гальперина.,6-8 мин,1. Развитие восприятия как овладение перцептивными действиями по А. В. Запорожцу. 2. Сущность и интериоризация сенсорных эталонов. 3. Психологический закон усвоения знаний по П. Я. Гальперину. 4. Пять обязательных этапов интериоризации действий.,"<h3>1. Теория перцептивных действий А. В. Запорожца</h3><p>Александр Владимирович Запорожец доказал, что развитие восприятия — это не пассивное созревание рецепторов, а активный процесс овладения перцептивными действиями. В ходе практической деятельности под руководством взрослого ребенок постепенно усваивает общественно выработанные системы сенсорных качеств — <b>сенсорные эталоны</b> (шкала музыкальных звуков, система геометрических форм, цвета). Первоначально обследование объектов идет во внешне-двигательном плане на основе материальных образцов, которые затем интериоризируются, превращаясь во внутренние эталонные представления.</p><h3>2. Теория поэтапного формирования П. Я. Гальперина</h3><p>Петр Яковлевич Гальперин доказал, что знания формируются в уме не до, а непосредственно в процессе применения их на практике. Всякое хорошо освоенное умственное действие — это действие, ранее полностью представленное во внешнем плане. Переход «извне внутрь» совершается строго поэтапно, образуя **теория поэтапного формирования Гальперина**:<br>• <i>1. Этап выявления ориентировочной основы действия (ООД):</i> предварительное ознакомление с заданием, построение мысленного плана;<br>• <i>2. Этап формирования действия в материальном (или материализованном) виде:</i> выполнение действия с реальными предметами, карточками или схемами-заместителями;<br>• <i>3. Этап внешней речи:</i> действие полностью отрывается от предметов и подвергается обобщению благодаря вербализации вслух (устно или письменно);<br>• <i>4. Этап формирования действий во внешней речи про себя:</i> вербальное освоение действия осуществляется без звукового участия во внутреннем плане;<br>• <i>5. Этап формирования действия во внутренней речи:</i> высший этап интериоризации, на котором действие максимально сокращается, автоматизируется и превращается в чистый акт мысли, ход которого закрыт, а известен только конечный продукт.<br>Гальперин оценивал роль мотивации так высоко, что рекомендовал предварять эти стадии специальным этапом формирования адекватной мотивации у учащихся.</p>"
66,developmental-psych,22,"Движущие силы и условия психического развития в отечественной психологии: Теория «первоначального очеловечивания» Соколянский И.А., Мещеряков А.И.",5-6 мин,1. Философско-психологический смысл слепоглухонемоты как модели исследования психики. 2. Сущность периода «первоначального очеловечивания». 3. Формирование жестового общения. 4. Овладение грамматическим строем языка и брайлевской речью.,"<h3>1. Слепоглухонемота как научно-экспериментальная модель</h3><p>Уникальной вехой советской психологической науки стала **теория первоначального очеловечивания**, разработанная Иваном Афанасьевичем Соколянским и Александром Ивановичем Мещеряковым в процессе обучения слепоглухонемых детей в Загорском интернате. Данная концепция экспериментально доказывает решающую роль предметно-практической деятельности и социального взаимодействия в формировании человеческого разума при полном отсутствии врожденного слухового и зрительного анализаторов. Слепоглухонемой ребенок изначально лишен возможности стихийного усвоения человеческой культуры, поэтому его психика рождается исключительно в искусственно воссоздаваемых процессах общения.</p><h3>2. Этапы педагогической системы «очеловечивания»</h3><p>Процесс выведения ребенка из биологического состояния и формирования у него человеческого сознания строится строго по последовательным этапам:</p><ul><li><b>Период первоначального очеловечивания:</b> начальный этап, на котором достигается формирование навыков поведения, направленных на удовлетворение базовых органических нужд. Происходит освоение предметно-практических действий самообслуживания (пользование ложкой, тарелкой, одевание). Главный механизм — совместное разделенное действие, при котором взрослый берет руки ребенка в свои и физически выполняет с ним операцию, пошагово уступая инициативу самому воспитаннику. На этой основе формируются образы предметов.</li><li><b>Формирование специальных средств общения:</b> на базе предметного действия рождается жест. Жесты, обозначающие предметы и действия (например, качание рук как знак сна или поднесение ладони к губам как знак еды), становятся первыми специальными средствами общения, что резко ускоряет психический генезис.</li><li><b>Обучение грамматическому строю речи:</b> переход к словесному языку осуществляется путем составления простого текста. Важнейшим инструментом формирования отвлеченного словесно-логического мышления и самосознания выступает письменная речь в брайлевской форме. Система доказывает, что человеческая психика социально детерминирована.</li></ul>"
67,developmental-psych,23,"Движущие силы и условия психического развития в отечественной психологии: Связь содержания обучения и психического развития. Теория учебной деятельности.(Д.Б.Эльконин, В.В.Давыдов).",6-8 мин,"1. Анализ взаимосвязи обучения и развития в отечественной школе (Выготский, Занков). 2. Понятие и специфика учебной деятельности по Эльконину—Давыдову. 3. Пять структурных компонентов учебной деятельности. 4. Развитие теоретического мышления.","<h3>1. Корреляция содержания обучения и психического развития</h3><p>В отечественной психологии обучение и развитие находятся во взаимосвязи: обучение не просто пассивно следует за созреванием, а активно ведет его за собой, опираясь на зону ближайшего развития. Л. В. Занков доказал, что в процессе обучения возникают не просто знания, а их психологический эквивалент — новообразования в когнитивных структурах (восприятии, речи, воле). Содержание учебных предметов и способы их развертывания определяют тип сознания и мышления, формирующийся у школьников.</p><h3>2. Теория учебной деятельности Д. Б. Эльконина и В. В. Давыдова</h3><p>Учебная деятельность — это ведущий тип деятельности младшего школьника, направленный не на получение практического внешнего продукта, а на усвоение теоретических знаний и общих способов действия. Ребенок ставит перед собой цель и находит пути её достижения через исследование. В основе теории лежит формирование учебной деятельности и её субъекта посредством анализа, планирования и рефлексии. Согласно концепции, <b>учебная деятельность</b> включает в себя жесткую структуру:</p><ul><li><b>Учебная мотивация:</b> стремление овладеть общим способом действия и занять позицию ученика (классифицируется А. К. Марковой на познавательные, социальные, престижные мотивы);</li><li><b>Учебная задача:</b> центральный элемент, задача по открытию общего способа решения целого класса задач («Как сравнить числа?»);</li><li><b>Учебные действия:</b> действия по анализу условий, моделированию понятий и преобразованию материала;</li><li><b>Действие контроля:</b> сопоставление выполняемого процесса с образцом-эталоном;</li><li><b>Действие оценки:</b> определение степени и качества усвоения общего способа решения задачи.</li></ul><p>В результате обучения по системе Эльконина—Давыдова у детей формируется осознанный подход к наукам: они умеют аргументированно отстаивать свою точку зрения, учитывают позицию другого и не принимают информацию на веру, а требуют доказательств.</p>"
68,developmental-psych,24,Понятие возраста. Абсолютный и условный возраст. Биологический и психологический возраст.,5 мин,1. Категориальное определение возраста в психологии. 2. Сущность абсолютного (календарного) возраста. 3. Понятие условного возраста. 4. Характеристика биологического и психологического возраста.,"<h3>1. Понятие возраста в психологии</h3><p><b>Возраст</b> — это конкретная, относительно ограниченная во времени ступень индивидуального развития (онтогенеза) и его развития как биологического вида, характеризуемая совокупностью закономерных, качественно специфических физиологических и психологических особенностей. Возраст не сводится к простому течению времени. Наступление зрелости человека как индивида, личности и субъекта труда (по Б. Г. Ананьеву) не совпадает во времени, что требует разделения категории возраста на четыре измерения:</p><ul><li><b>Абсолютный возраст:</b> также называется календарным или хронологическим возрастом. Он выражается чистым количеством объективных временных единиц (минут, дней, лет), отделяющих момент возникновения объекта (рождения человека) до момента его измерения. Это количественное, абстрактное понятие, обозначающее длительность существования и локализацию во времени.</li><li><b>Условный возраст:</b> также называется возрастом развития. Это период в условной системе отсчета, определяемый относительно других периодов по качественным и количественным признакам психического и соматического созревания (например, по шкалам тестов интеллекта или моторного развития).</li><li><b>Биологический возраст:</b> совокупность признаков, характеризующих текущее биологическое состояние организма, уровень его жизнеспособности и общего здоровья. Он определяется степенью морфологического, физического и гормонального созревания систем органов (костной, мышечной, сердечно-сосудистой).</li><li><b>Психологический возраст:</b> новый уровень умственного, личностного и социального развития человека на определенном возрастном этапе. Он указывает, насколько успешно человек смог адаптироваться к требованиям среды, детерминирует его субъективное самоощущение и внутреннее отношение к собственному возрасту в рамках своей возрастной когорты.</li></ul>"
